traj#,linkId,laneId,gtuId,t,x,v,a,timeToCollision,gap,dv
1,AB,Lane 1,3,28.8,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,28.85,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,28.9,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,28.95,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.0,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.05,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.1,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.15,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.2,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.25,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.3,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.35,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.4,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.45,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.5,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.55,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.6,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.65,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.7,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.75,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.8,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.85,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.9,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,29.95,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.0,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.05,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.1,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.15,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.2,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.25,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.3,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.35,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.4,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.45,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.5,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.55,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.6,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.65,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.7,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.75,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.8,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.85,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.9,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,30.95,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.0,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.05,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.1,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.15,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.2,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.25,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.3,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.35,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.4,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.45,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.5,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.55,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.6,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.65,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.7,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.75,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.8,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.85,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.9,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,31.95,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.0,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.05,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.1,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.15,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.2,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.25,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.3,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.35,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.4,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.45,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.5,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.55,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.6,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.65,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.7,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.75,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.8,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.85,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.9,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,32.95,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.0,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.05,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.1,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.15,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.2,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.25,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.3,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.35,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.4,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.45,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.5,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.55,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.6,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.65,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.7,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.75,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.8,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.85,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.9,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,33.95,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.0,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.05,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.1,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.15,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.2,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.25,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.3,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.35,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.4,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.45,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.5,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.55,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.6,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.65,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.7,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.75,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.8,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.85,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.9,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,34.95,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.0,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.05,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.1,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.15,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.2,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.25,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.3,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.35,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.4,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.45,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.5,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.55,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.6,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.65,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.7,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.75,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.8,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.85,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.9,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,35.95,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.0,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.05,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.1,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.15,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.2,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.25,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.3,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.35,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.4,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.45,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.5,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.55,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.6,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.65,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.7,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.75,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.8,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.85,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.9,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,36.95,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.0,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.05,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.1,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.15,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.2,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.25,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.3,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.35,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.4,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.45,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.5,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.55,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.6,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.65,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.7,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.75,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.8,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.85,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.9,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,37.95,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.0,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.05,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.1,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.15,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.2,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.25,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.3,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.35,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.4,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.45,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.5,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.55,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.6,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.65,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.7,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.75,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.8,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.85,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.9,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,38.95,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.0,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.05,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.1,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.15,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.2,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.25,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.3,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.35,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.4,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.45,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.5,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.55,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.6,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.65,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.7,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.75,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.8,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.85,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.9,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,39.95,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.0,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.05,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.1,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.15,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.2,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.25,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.3,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.35,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.4,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.45,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.5,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.55,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.6,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.65,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.7,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.75,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.8,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.85,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.9,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,40.95,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.0,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.05,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.1,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.15,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.2,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.25,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.3,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.35,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.4,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.45,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.5,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.55,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.6,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.65,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.7,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.75,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.8,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.85,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.9,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,41.95,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.0,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.05,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.1,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.15,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.2,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.25,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.3,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.35,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.4,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.45,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.5,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.55,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.6,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.65,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.7,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.75,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.8,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.85,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.9,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,42.95,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.0,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.05,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.1,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.15,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.2,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.25,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.3,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.35,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.4,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.45,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.5,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.55,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.6,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.65,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.7,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.75,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.8,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.85,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.9,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,43.95,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,44.0,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,44.05,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,44.1,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,44.15,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,44.2,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,44.25,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,44.3,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,44.35,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,44.4,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,44.45,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,44.5,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,44.55,475.0036,0.0,0.0,NaN,2.3650439,0.0
1,AB,Lane 1,3,44.6,475.0036,0.0,0.0,NaN,2.3650439,0.0
